year,URACRS,OJUDXC,ZLVJZY,VRUUYH,CQUQOZ,UIPTXG,VHORCN,LDLAIT,SFOQAY,IEIFGC,JQNKGR,EBEFRI,QRBHUF,HXVJWC,JDTJUH,CKZWBW,UUDRAE,OMZFUP
492,96.9656,104.2487,103.7893,103.1826,37.1531,0,0,0,0,63.1438,103.5211,96.4089,95.82,85.4456,0,0,0,0
493,97.1492,103.8574,103.9531,103.6293,36.4532,0,0,0,0,63.3587,103.7347,95.9432,95.7084,85.2971,0,0,0,0
494,96.6674,103.371,103.5533,103.9059,37.2007,0,0,0,0,63.0757,104.0151,95.8702,95.8252,84.9121,0,0,0,0
495,96.5849,103.1368,103.4922,104.0887,37.841,0,0,0,0,62.8098,104.3942,96.302,95.9219,84.7157,0,0,0,0
496,96.8778,103.4987,102.9981,103.9498,38.1896,0,0,0,0,62.1687,104.737,96.3358,96.3081,84.9643,0,0,0,0
497,97.05,103.3082,102.8662,103.6117,38.4535,0,0,0,0,62.1739,104.3329,96.3115,96.084,85.3872,0,0,0,0
498,96.5678,103.3025,103.2822,103.2898,38.5433,0,0,0,0,62.2421,104.7344,95.8688,96.1858,84.9546,0,0,0,0
499,96.704,103.0798,103.673,103.1368,38.3536,0,0,0,0,62.4449,104.2909,95.8893,96.1297,85.1923,0,0,0,0
500,96.4854,102.8406,104.0043,103.5239,37.6823,0,0,0,0,62.7757,103.9179,95.667,96.1272,85.0487,0,0,0,0
501,96.8196,102.7683,103.885,103.1843,37.7038,0,0,0,0,62.334,104.2462,95.6085,96.052,85.1202,0,0,0,0
502,96.762,102.6536,103.5309,103.2111,38.0016,0,0,0,0,61.773,104.0528,95.7855,96.1,85.448,0,0,0,0
503,96.8709,102.3316,103.0976,103.7038,37.6855,0,0,0,0,62.2243,103.6465,95.6673,95.7193,85.4321,0,0,0,0
504,96.4277,102.2992,103.0777,104.0395,38.0178,0,0,0,0,61.8212,103.5502,95.6814,96.1104,85.6987,0,0,0,0
505,96.4325,101.8695,102.7751,103.6894,38.4595,0,0,0,0,61.273,103.8989,95.6427,95.8764,85.535,0,0,0,0
506,96.2208,101.8602,102.6665,103.2785,38.7894,0,0,0,0,61.4271,104.2203,95.1749,95.8016,85.1914,0,0,0,0
507,95.8923,102.2203,102.6806,103.4483,38.988,0,0,0,0,61.6144,104.2503,95.2426,95.9317,85.1905,0,0,0,0
508,96.1315,102.4678,103.047,103.8776,38.1565,0,0,0,0,62.5919,104.2101,94.9069,96.1576,84.814,0,0,0,0
509,96.5313,102.4646,103.2269,103.5585,37.9904,0,0,0,0,63.0156,104.3797,94.4862,96.2589,84.6312,0,0,0,0
510,96.8961,102.963,103.3422,103.9164,37.0138,0,0,0,0,64.0306,104.188,94.7616,95.7976,84.3537,0,0,0,0
511,97.2432,103.152,103.2002,104.1752,36.6058,0,0,0,0,64.7571,104.0855,94.6878,95.8243,84.0217,0,0,0,0
512,97.446,103.4642,102.867,103.9815,36.9297,0,0,0,0,63.9475,104.4513,95.1599,95.6549,84.4749,0,0,0,0
513,97.1989,103.4912,102.7897,104.2106,37.3762,0,0,0,0,63.9397,104.7331,95.5468,95.8652,83.9819,0,0,0,0
514,97.004,103.5766,103.1936,103.9133,37.0791,0,0,0,0,64.0519,104.3541,95.8348,96.0041,83.5218,0,0,0,0
515,97.3052,103.6659,103.1872,103.9565,36.8649,0,0,0,0,64.439,104.193,96.004,95.8226,83.5211,0,0,0,0
516,97.3762,103.5733,103.464,104.3569,36.0829,0,0,0,0,64.9096,103.7209,95.6885,95.6224,83.9119,0,0,0,0
517,97.0238,103.3358,103.5195,103.8759,36.191,0,0,0,0,64.3911,103.6787,95.4651,95.5215,83.8895,0,0,0,0
518,96.9982,103.0112,103.9139,103.7975,35.9543,0,0,0,0,64.5265,104.1371,95.0893,95.1841,83.738,0,0,0,0
519,96.6692,102.9658,103.7741,103.6807,36.5066,0,0,0,0,64.2679,104.5374,95.3929,94.7769,83.6214,0,0,0,0
520,96.8691,102.4932,103.4562,103.3315,36.9624,0,0,0,0,63.3975,104.4413,95.5791,94.8452,83.8492,0,0,0,0
521,96.8046,102.9383,103.4798,103.3281,36.4775,0,0,0,0,63.5143,104.4961,95.2019,94.5832,84.2327,0,0,0,0
522,97.1954,102.5247,103.5653,103.2594,36.06,0,0,0,0,63.469,104.3526,95.5393,94.4232,83.8206,0,0,0,0
523,96.8746,102.8929,103.8973,103.6321,35.662,0,0,0,0,64.1062,103.9229,95.9809,94.1074,83.8415,0,0,0,0
524,96.3991,102.8894,103.7563,103.1781,36.0891,0,0,0,0,63.7127,104.0729,96.3068,93.7526,83.467,0,0,0,0
525,96.855,103.3809,103.9826,103.3041,35.8888,0,0,0,0,64.3508,104.1356,96.2537,93.9591,83.7123,0,0,0,0
526,97.2438,103.0608,104.11,103.5517,35.2142,0,0,0,0,64.6888,103.8134,96.0942,94.2133,83.3707,0,0,0,0
527,97.5377,103.3027,103.9861,103.2708,35.298,0,0,0,0,64.7782,104.0103,95.8741,94.0269,83.7058,0,0,0,0
528,97.4248,103.2462,104.3005,103.0308,35.5589,0,0,0,0,64.4813,104.1031,95.7829,94.3534,83.8405,0,0,0,0
529,97.3804,103.724,104.277,102.8668,35.1135,0,0,0,0,64.7572,103.6697,95.7413,94.158,84.0354,0,0,0,0
530,97.3397,104.123,104.4031,102.9903,35.0938,0,0,0,0,65.1581,103.3063,95.9235,94.1188,84.4432,0,0,0,0
531,97.3286,103.9646,103.931,103.4701,35.148,0,0,0,0,65.5709,103.0666,95.8499,93.9587,84.3962,0,0,0,0
532,97.1464,103.6065,104.3546,103.4866,35.5063,0,0,0,0,65.5108,102.767,96.0625,94.436,84.3241,0,0,0,0
533,96.9662,103.939,104.1857,103.318,36.0263,0,0,0,0,64.9381,103.1498,95.99,94.6295,84.7278,0,0,0,0
534,96.9738,103.501,104.1639,103.2374,36.0145,0,0,0,0,64.5871,103.0234,95.6799,94.523,85.0772,0,0,0,0
535,96.6631,103.3327,104.1014,103.7096,35.9859,0,0,0,0,64.4655,103.392,95.5725,94.6775,84.6852,0,0,0,0
536,97.1543,103.5466,103.7799,103.2597,36.5169,0,0,0,0,63.9146,103.59,95.8345,94.9124,85.0059,0,0,0,0
537,97.501,103.648,103.8759,103.6266,36.3603,0,0,0,0,64.5603,103.8005,95.6919,94.6389,85.3202,0,0,0,0
538,97.1763,103.5079,103.6734,103.9078,36.1433,0,0,0,0,65.2067,103.3014,95.3666,94.6146,84.9194,0,0,0,0
539,97.2405,103.8557,103.2973,103.9636,36.6834,0,0,0,0,65.1639,103.7269,95.4762,94.3961,85.2774,0,0,0,0
540,97.1483,103.8671,102.9285,104.1028,36.8822,0,0,0,0,65.4021,103.5233,95.6369,94.4047,84.962,0,0,0,0
541,97.1814,104.0132,103.2647,104.1749,36.5326,0,0,0,0,66.2253,103.3006,95.5927,94.501,84.5473,0,0,0,0
542,96.8171,104.2815,103.6696,103.9982,36.424,0,0,0,0,66.1533,103.2148,95.6477,94.1519,85.0226,0,0,0,0
543,96.3274,104.7422,103.2365,104.1049,36.7627,0,0,0,0,65.651,102.9209,95.9673,94.4652,85.1693,0,0,0,0
544,96.4573,104.8043,103.4616,104.2774,37.0983,0,0,0,0,65.7962,103.3106,95.8942,94.6,85.498,0,0,0,0
545,96.6743,104.4997,103.4873,104.5297,37.2976,0,0,0,0,66.0004,103.1131,95.9337,94.561,85.8804,0,0,0,0
546,97.0202,104.3421,103.4742,104.8485,37.0828,0,0,0,0,65.7423,102.9512,96.3746,94.6661,86.0335,0,0,0,0
547,96.8523,104.5976,103.4455,104.9911,37.1462,0,0,0,0,65.674,103.1599,96.5145,94.4416,86.2426,0,0,0,0
548,96.7815,104.2578,103.5857,105.3569,37.0197,0,0,0,0,65.7399,102.724,96.4629,94.3375,86.7372,0,0,0,0
549,97.0045,104.5476,103.5695,105.0466,37.1635,0,0,0,0,65.9864,103.1093,96.6642,93.8641,86.7077,0,0,0,0
550,96.9328,104.4256,103.4356,105.12,37.1827,0,0,0,0,65.8185,102.8909,96.4743,94.2051,86.7079,0,0,0,0
551,97.2651,104.3132,103.0323,104.9488,37.3183,0,0,0,0,65.5117,102.6963,96.5342,94.2753,86.8602,0,0,0,0
552,97.1864,104.629,102.549,105.0433,37.6249,0,0,0,0,65.472,102.962,96.6935,94.0607,86.8444,0,0,0,0
553,97.5822,104.6119,102.5866,105.2861,37.5738,0,0,0,0,65.3664,103.3439,96.4148,94.4063,87.1092,0,0,0,0
554,97.1208,104.6992,102.8619,105.2887,38.2507,0,0,0,0,65.1684,103.2014,96.7975,94.5426,87.5113,0,0,0,0
555,97.3287,104.6841,102.4646,105.0361,39.0148,0,0,0,0,64.4182,103.0481,97.2237,94.9579,87.8804,0,0,0,0
556,97.3638,104.8829,102.7865,104.5546,39.2041,0,0,0,0,64.7255,103.1979,97.0066,94.9779,87.884,0,0,0,0
557,97.2476,105.1116,102.412,104.3084,39.4943,0,0,0,0,64.5613,102.9501,97.2736,94.7383,88.0506,0,0,0,0
558,97.5905,104.7176,101.9448,103.8763,40.1022,0,0,0,0,64.3395,103.0133,97.0602,95.1345,87.684,0,0,0,0
559,97.2366,105.1819,102.187,103.3808,39.8506,0,0,0,0,64.4216,102.6751,97.1569,95.3582,87.2252,0,0,0,0
560,96.921,105.4306,102.3496,102.9385,40.5186,0,0,0,0,63.9227,102.6547,97.4959,95.7789,87.306,0,0,0,0
561,97.2965,105.0528,102.4878,102.497,40.8346,0,0,0,0,64.0074,102.968,97.0848,95.4207,87.6878,0,0,0,0
562,97.3461,105.3767,102.5047,102.7648,40.5403,0,0,0,0,64.5426,102.8695,97.3909,95.064,87.6656,0,0,0,0
563,97.3793,105.2566,102.3201,103.2606,40.1531,0,0,0,0,64.8591,102.6103,97.1544,95.4781,87.2677,0,0,0,0
564,97.2199,105.6471,102.0541,103.1393,40.0362,0,0,0,0,64.6356,102.2579,97.072,95.5148,87.6163,0,0,0,0
565,96.7274,105.444,101.7034,103.2058,41.3274,0,0,0,0,63.5576,102.6855,97.0774,96.0002,88.0872,0,0,0,0
566,97.2048,105.5731,101.6245,103.5054,41.3724,0,0,0,0,63.4994,102.9986,96.8431,96.4701,88.469,0,0,0,0
567,96.9814,105.2169,101.8063,103.0267,41.538,0,0,0,0,63.4398,103.1212,96.6052,96.2762,88.127,0,0,0,0
568,97.2435,105.3013,102.1255,103.4494,41.1204,0,0,0,0,63.626,103.3753,97.0955,95.8766,88.2667,0,0,0,0
569,97.2046,104.9092,102.2941,103.7404,41.0437,0,0,0,0,63.7838,103.1751,97.5393,95.4503,88.2435,0,0,0,0
570,97.018,104.6567,101.9987,104.175,41.5816,0,0,0,0,63.2878,103.0491,98.0367,95.8161,88.2403,0,0,0,0
571,97.371,104.8851,101.9494,104.5994,41.7504,0,0,0,0,63.5829,102.9072,98.3781,96.0992,88.588,0,0,0,0
572,97.2374,104.4372,102.1047,104.818,41.7644,0,0,0,0,63.6406,102.7511,97.9067,96.4353,88.6281,0,0,0,0
573,96.8565,103.9581,102.1752,104.439,42.149,0,0,0,0,63.6421,102.9368,97.5967,96.0796,88.3226,0,0,0,0
574,96.3993,103.8474,102.0615,104.1774,42.617,0,0,0,0,62.8669,103.3035,97.2417,95.9247,88.7657,0,0,0,0
575,96.1607,103.3986,102.0258,104.5694,43.4098,0,0,0,0,62.2612,103.7326,97.3433,95.9932,89.2339,0,0,0,0
576,96.3439,103.8143,101.9937,104.5535,43.3421,0,0,0,0,62.6102,103.6977,97.2308,96.4315,89.0773,0,0,0,0
577,96.116,103.6658,102.2744,104.2224,43.353,0,0,0,0,62.4339,103.8944,97.4666,96.2421,88.5946,0,0,0,0
578,95.9325,103.4838,102.3136,104.5043,43.6776,0,0,0,0,62.3686,103.9959,97.7077,96.0828,88.7568,0,0,0,0
579,95.9149,103.9627,101.9967,104.0743,44.0843,0,0,0,0,62.4567,104.3601,97.2849,96.0175,88.9137,0,0,0,0
580,96.2219,103.8253,101.8243,104.0216,44.5778,0,0,0,0,62.4429,104.6067,97.2279,96.0182,89.1752,0,0,0,0
581,95.8693,104.043,101.9382,103.5936,44.3186,0,0,0,0,62.549,104.4149,97.0427,96.0405,88.7157,0,0,0,0
582,95.8368,103.9979,101.6198,103.3301,44.1973,0,0,0,0,63.0974,103.9448,96.5851,96.1246,88.23,0,0,0,0
583,96.1658,104.422,101.9118,103.2929,43.7032,0,0,0,0,63.187,104.186,96.2338,96.5842,88.3047,0,0,0,0
584,96.3771,104.3979,101.6728,103.0046,43.9446,0,0,0,0,62.5729,104.6481,96.1284,96.2813,88.7662,0,0,0,0
585,95.9877,104.1858,101.6832,103.0911,44.6166,0,0,0,0,62.2522,105.0161,96.4678,96.2264,88.6019,0,0,0,0
586,95.8189,103.9129,101.3667,102.9108,45.1847,0,0,0,0,61.3087,105.4597,96.2091,96.289,88.9275,0,0,0,0
587,95.4986,104.1458,100.8709,102.701,45.8146,0,0,0,0,60.9386,105.6804,95.782,96.2056,89.4244,0,0,0,0
588,95.572,104.23,101.3388,102.9057,45.394,0,0,0,0,60.9943,105.5988,96.1518,96.3808,89.3149,0,0,0,0
589,95.1101,104.0946,100.8787,103.1261,46.327,0,0,0,0,60.2189,105.4871,96.4872,96.7951,89.5482,0,0,0,0
590,95.6093,104.2274,100.5488,103.5178,45.5714,0,0,0,0,60.5466,105.1722,96.8091,96.3611,89.5857,0,0,0,0
591,95.3485,104.214,100.4044,103.9174,46.2171,0,0,0,0,60.0109,105.6601,96.9028,96.5155,90.012,0,0,0,0
592,95.6381,103.8254,100.8011,103.6733,46.0571,0,0,0,0,60.2038,105.1879,97.1918,96.3523,90.0592,0,0,0,0
593,95.5818,104.0465,100.4878,103.1994,46.1277,0,0,0,0,60.034,104.819,96.9002,96.7356,89.9545,0,0,0,0
594,95.9453,104.441,100.8138,103.5018,46.1177,0,0,0,0,60.48,104.8397,97.1583,97.1834,90.1583,0,0,0,0
595,96.4409,104.6167,100.5678,103.7766,45.6069,0,0,0,0,60.7975,104.7909,96.7121,97.1275,90.581,0,0,0,0
596,96.5509,104.969,100.9316,104.2133,45.2195,0,0,0,0,61.3578,105.163,96.4303,97.526,90.4072,0,0,0,0
597,96.9208,105.2932,100.8533,104.5678,44.9296,0,0,0,0,61.9872,104.7675,96.4543,97.9534,90.4022,0,0,0,0
598,96.4617,105.4378,100.6387,104.5855,44.7033,0,0,0,0,61.9652,104.6845,96.1462,97.5271,90.5039,0,0,0,0
599,96.1745,105.4054,100.6188,105.0651,44.6093,0,0,0,0,62.4608,104.637,96.3756,97.3932,90.0065,0,0,0,0
600,95.8543,105.8444,100.1718,104.6159,44.9258,0,0,0,0,62.011,104.6301,96.0419,97.747,89.9821,0,0,0,0
601,95.6709,106.1901,99.9262,104.3168,45.1973,0,0,0,0,61.4017,104.5807,96.0647,98.1456,90.1087,0,0,0,0
602,95.8659,105.9304,100.3503,103.8646,44.9781,0,0,0,0,61.3055,104.6905,95.5685,98.4278,89.9969,0,0,0,0
603,95.4708,105.8947,100.711,103.3711,45.0538,0,0,0,0,61.2974,104.4532,95.3981,98.1203,90.2323,0,0,0,0
604,95.11,106.294,101.0846,102.8887,45.2948,0,0,0,0,61.2003,104.5223,95.76,98.3032,89.8864,0,0,0,0
605,94.7509,106.0453,101.0124,102.5593,45.5051,0,0,0,0,60.527,104.0794,95.6867,98.5804,89.9995,0,0,0,0
606,95.0208,105.5961,101.0731,102.3597,45.5663,0,0,0,0,60.5186,103.8196,95.8266,98.259,90.1923,0,0,0,0
607,95.3088,105.6282,101.1104,102.0316,45.7564,0,0,0,0,60.3748,103.5039,96.0208,98.5436,90.3924,0,0,0,0
608,95.1489,105.9603,101.1634,101.5816,45.7865,0,0,0,0,60.5765,103.5106,96.1017,98.1132,90.3386,0,0,0,0
609,94.7907,105.6428,101.0826,101.406,46.2327,0,0,0,0,59.7063,103.6257,96.4281,97.8262,90.5686,0,0,0,0
610,95.1527,105.1804,100.8752,101.0814,46.903,0,0,0,0,59.2147,103.5759,96.7913,98.0945,90.5162,0,0,0,0
611,95.0946,104.7482,100.4187,101.3705,47.6564,0,0,0,0,58.9118,103.3488,97.1527,98.0013,90.8738,0,0,0,0
612,94.8438,104.465,100.5926,101.3803,47.8592,0,0,0,0,59.0908,103.2901,97.1586,98.0077,90.5938,0,0,0,0
613,94.7135,104.7117,100.1697,101.6776,48.1377,0,0,0,0,58.9251,103.3129,96.8761,98.3129,90.9831,0,0,0,0
614,94.9204,104.651,100.3523,102.0303,47.5469,0,0,0,0,59.0704,103.8085,96.523,97.8306,91.2683,0,0,0,0
615,95.3624,104.3327,100.6871,101.9886,47.6231,0,0,0,0,59.3963,104.2037,96.4067,97.6068,91.3803,0,0,0,0
616,95.8132,104.4254,100.759,102.139,46.752,0,0,0,0,60.4279,104.0298,96.2428,97.1714,91.0166,0,0,0,0
617,95.9555,104.8057,100.7612,102.5476,46.0488,0,0,0,0,61.477,103.8072,96.1519,97.152,90.5306,0,0,0,0
618,95.8511,105.2966,100.8122,102.5422,45.9853,0,0,0,0,61.8855,104.1907,96.0047,97.0231,90.3834,0,0,0,0
619,96.1141,104.886,100.7867,102.9877,45.6397,0,0,0,0,62.3111,104.3653,95.6852,96.5626,90.49,0,0,0,0
620,96.5815,105.0409,100.3238,103.0126,45.2743,0,0,0,0,62.246,104.4636,95.6241,96.8619,90.0375,0,0,0,0
621,96.2908,105.3031,100.6648,103.4959,44.4218,0,0,0,0,62.8822,104.06,95.1604,96.5632,90.5106,0,0,0,0
622,96.5698,105.1647,101.0355,103.4993,43.9897,0,0,0,0,63.5279,104.3626,94.8865,96.4457,90.0363,0,0,0,0
623,96.3594,104.7551,100.9504,103.8484,44.9021,0,0,0,0,62.9013,104.4104,95.2162,96.8581,90.4295,0,0,0,0
624,96.0665,105.2197,100.8741,104.274,44.6348,0,0,0,0,63.5025,104.3485,95.2519,96.5014,90.4648,0,0,0,0
625,96.3131,105.5252,100.831,104.3761,44.0654,0,0,0,0,64.3881,104.1187,95.6289,96.0092,89.9658,0,0,0,0
626,96.633,105.4697,100.3329,104.2424,43.9333,0,0,0,0,64.5073,103.9302,95.1315,96.25,89.7923,0,0,0,0
627,97.1036,105.7589,99.9072,103.9572,43.6112,0,0,0,0,64.5744,104.3195,94.8515,96.0585,89.5342,0,0,0,0
628,97.1132,106.1937,99.9683,103.4823,44.0174,0,0,0,0,63.9351,104.7441,95.3275,96.2778,89.4904,0,0,0,0
629,96.6298,106.6835,99.7581,103.9529,43.7221,0,0,0,0,64.1935,104.4547,95.1354,96.2606,89.7022,0,0,0,0
630,97.0992,106.5416,99.6878,104.3084,43.4585,0,0,0,0,64.3637,104.7793,94.7483,96.0516,90.1526,0,0,0,0
631,97.0555,106.9582,99.5304,104.0312,43.4933,0,0,0,0,64.5227,105.0808,94.5727,96.073,89.8194,0,0,0,0
632,96.9731,106.563,99.9581,103.9179,43.6859,0,0,0,0,64.4744,105.191,94.5897,96.3398,89.503,0,0,0,0
633,97.1097,106.3857,100.1737,104.1411,43.3211,0,0,0,0,64.8863,105.4708,94.3475,96.0061,89.4207,0,0,0,0
634,96.8356,106.8623,100.3125,103.9945,43.457,0,0,0,0,64.5493,105.642,94.7184,95.8574,89.6948,0,0,0,0
635,96.6016,106.9784,100.1033,104.0958,43.7317,0,0,0,0,64.519,105.7195,94.4001,96.1085,89.7638,0,0,0,0
636,97.0924,107.0233,100.3586,104.5348,43.5213,0,0,0,0,65.0034,106.1903,94.494,95.6279,90.2148,0,0,0,0
637,96.8031,106.6229,99.9259,104.4816,44.0688,0,0,0,0,64.597,105.9627,94.3977,95.5348,90.4101,0,0,0,0
638,96.3701,107.0321,99.6675,104.3884,44.2917,0,0,0,0,64.2014,105.8186,94.5687,95.2861,90.8749,0,0,0,0
639,96.3925,106.8202,99.3847,104.1523,45.3249,0,0,0,0,63.2249,106.035,95.0682,95.4319,91.3145,0,0,0,0
640,96.3399,107.1844,99.7357,104.0376,45.3287,0,0,0,0,63.3527,106.2905,95.2432,95.8794,90.8605,0,0,0,0
641,96.8008,106.7776,100.0586,104.0749,45.1405,0,0,0,0,63.1815,106.6131,95.0188,95.9841,91.0549,0,0,0,0
642,96.3569,106.495,100.0483,104.367,45.5081,0,0,0,0,63.1039,106.4827,94.7399,96.2952,91.1536,0,0,0,0
643,96.1895,106.0131,100.1943,104.0108,46.291,0,0,0,0,62.6755,106.829,94.7165,96.2279,91.2499,0,0,0,0
644,96.0987,106.2717,100.1503,104.0313,46.5973,0,0,0,0,62.7535,107.2111,94.7453,96.5168,90.9225,0,0,0,0
645,95.9167,105.9317,100.5136,104.1291,46.4014,0,0,0,0,63.291,107.1237,94.4176,96.4221,90.638,0,0,0,0
646,95.6799,105.9408,100.3203,103.8849,46.6334,0,0,0,0,63.4221,107.0834,93.9292,96.8404,90.1842,0,0,0,0
647,95.4737,106.3217,100.0323,103.7867,47.4504,0,0,0,0,62.3523,107.4979,94.3637,97.2675,90.5834,0,0,0,0
648,95.2877,106.5366,100.5229,103.5375,46.4783,0,0,0,0,62.9183,107.1884,94.1682,96.988,90.1001,0,0,0,0
649,95.5405,107.0319,100.8571,103.7901,45.9085,0,0,0,0,63.9709,106.9529,94.147,96.784,90.2733,0,0,0,0
650,95.1388,107.3594,100.9819,104.1403,45.7144,0,0,0,0,64.0627,106.6756,94.3736,96.7469,90.476,0,0,0,0
651,95.1626,107.0035,100.5497,103.9683,46.0311,0,0,0,0,63.8519,106.8615,93.8935,97.0354,90.073,0,0,0,0
652,95.0969,106.6722,100.5117,104.1273,46.0288,0,0,0,0,63.4606,107.0735,94.2334,96.5869,90.0826,0,0,0,0
653,95.5038,106.4542,100.696,103.8151,46.0008,0,0,0,0,63.3771,106.8331,94.2251,97.0374,89.9972,0,0,0,0
654,95.5279,106.491,100.2542,103.5756,46.1413,0,0,0,0,63.0597,106.393,93.9219,97.2343,90.3811,0,0,0,0
655,95.7173,106.0739,100.042,103.3492,46.3243,0,0,0,0,62.8422,106.4617,94.0941,97.0122,90.0965,0,0,0,0
656,95.7552,106.4257,99.8086,103.1618,45.9407,0,0,0,0,62.7536,106.5137,93.8097,97.1495,89.8656,0,0,0,0
657,96.097,106.1439,100.2961,103.1815,45.5458,0,0,0,0,62.8186,106.1376,94.2635,97.0041,90.0406,0,0,0,0
658,95.9938,106.385,100.3209,103.3131,45.5832,0,0,0,0,62.708,105.9775,94.7039,97.4813,89.7254,0,0,0,0
659,96.337,106.1485,99.8932,103.0371,45.9916,0,0,0,0,62.3683,105.6244,95.1294,97.5578,89.7274,0,0,0,0
660,96.4313,106.3848,99.4931,103.0129,45.6998,0,0,0,0,62.2261,105.3151,95.3626,97.7895,89.3286,0,0,0,0
661,95.9798,106.784,99.3147,103.224,45.9728,0,0,0,0,62.3579,104.8158,95.7539,98.0497,89.298,0,0,0,0
662,95.7022,107.0845,99.207,102.8422,45.7907,0,0,0,0,62.4148,104.5589,95.2847,98.0878,89.2804,0,0,0,0
663,95.2432,107.4478,98.826,103.1985,46.5866,0,0,0,0,61.9507,105.0007,95.5881,97.9992,89.7634,0,0,0,0
664,94.7777,106.9577,98.4091,103.27,46.9159,0,0,0,0,61.1576,104.8147,95.7803,97.7174,89.8604,0,0,0,0
665,94.7973,106.9601,97.9273,102.8458,47.3632,0,0,0,0,60.8219,104.9823,96.0817,97.2783,89.7295,0,0,0,0
666,94.5676,106.9009,97.7833,102.808,47.3599,0,0,0,0,61.0074,105.0032,95.6336,96.8205,89.955,0,0,0,0
667,94.4362,106.4769,97.4802,102.4301,47.705,0,0,0,0,60.2558,104.7742,95.6478,96.714,90.1367,0,0,0,0
668,94.6909,106.5308,97.3161,102.6849,47.6703,0,0,0,0,60.5986,104.776,95.5734,96.769,90.176,0,0,0,0
669,94.8585,106.231,97.4361,102.4501,48.6883,0,0,0,0,60.0462,105.2524,95.8822,96.8955,90.5877,0,0,0,0
670,94.8146,106.3831,96.978,102.0786,49.2294,0,0,0,0,59.1587,105.4832,96.1799,97.2041,90.4578,0,0,0,0
671,94.4919,106.3775,96.5877,101.6632,50.2518,0,0,0,0,57.8407,105.513,96.5137,97.6034,90.9014,0,0,0,0
672,94.1729,106.6963,96.7134,101.92,49.9083,0,0,0,0,57.7945,105.8773,96.1354,97.6167,90.987,0,0,0,0
673,94.6341,106.8686,96.257,101.6747,49.3374,0,0,0,0,58.1174,105.3841,95.8454,97.1809,91.2439,0,0,0,0
674,95.1249,107.2843,95.7611,101.4382,49.13,0,0,0,0,58.0357,105.2348,95.6077,97.4322,91.4281,0,0,0,0
675,94.7113,107.2108,95.7776,101.3525,49.5977,0,0,0,0,57.1778,105.3129,95.633,97.6262,91.9,0,0,0,0
676,94.5063,107.0921,96.0242,101.4869,49.7036,0,0,0,0,57.2549,105.6269,95.9096,97.6083,91.4134,0,0,0,0
677,94.8994,107.2233,95.5255,101.8595,49.3397,0,0,0,0,57.4339,105.6403,95.5112,97.6797,91.5823,0,0,0,0
678,94.9823,107.2554,95.5944,101.6975,49.1405,0,0,0,0,57.1796,105.2973,95.5173,97.8618,91.8141,0,0,0,0
679,94.8436,106.9729,95.4299,101.2328,49.6714,0,0,0,0,56.4836,105.7825,95.5021,97.4314,91.9509,0,0,0,0
680,95.0198,107.0422,95.4746,101.0603,49.1942,0,0,0,0,56.6023,105.8434,95.4789,97.1796,91.687,0,0,0,0
681,94.5357,106.7508,95.3854,100.566,49.5522,0,0,0,0,55.7596,106.1993,95.0707,97.0309,91.7296,0,0,0,0
682,94.9081,106.4538,94.8933,100.2708,50.5228,0,0,0,0,55.1377,106.6662,95.3824,96.8689,91.9935,0,0,0,0
683,95.3141,106.1162,94.846,100.3591,50.3293,0,0,0,0,55.2098,106.4689,94.9545,97.2609,92.0707,0,0,0,0
684,94.8581,105.9044,94.6694,100.4485,50.2736,0,0,0,0,55.2677,106.264,94.7221,97.2758,91.6243,0,0,0,0
685,95.282,105.8163,94.2796,100.3378,50.1338,0,0,0,0,55.6113,106.5563,94.3814,97.0989,91.2016,0,0,0,0
686,94.9978,105.4856,94.1138,100.3246,50.0239,0,0,0,0,55.9645,106.1145,94.1127,96.8878,90.8663,0,0,0,0
687,95.2685,105.5994,93.6965,100.5265,50.5572,0,0,0,0,55.7869,106.2451,94.5434,96.7566,91.316,0,0,0,0
688,95.4839,105.7584,93.356,101.018,50.7694,0,0,0,0,55.7085,106.6052,94.8968,96.4401,91.7352,0,0,0,0
689,95.114,105.7405,93.0842,101.2727,50.9774,0,0,0,0,55.5645,106.9747,94.6211,96.6265,91.4021,0,0,0,0
690,94.9194,105.9432,93.4781,100.9897,50.6575,0,0,0,0,56.1035,107.1069,94.2043,96.2674,91.3058,0,0,0,0
691,95.2004,105.9966,93.7844,101.0818,49.8096,0,0,0,0,56.9871,106.8316,94.1963,95.921,90.9368,0,0,0,0
692,95.5867,106.4945,93.4843,101.3526,48.933,0,0,0,0,57.3694,107.0036,93.9887,95.9148,90.5746,0,0,0,0
693,95.5273,106.5422,93.3508,101.1502,48.8661,0,0,0,0,57.1996,106.8746,94.0559,95.7096,90.5968,0,0,0,0
694,95.9572,106.854,92.9189,100.6825,48.6041,0,0,0,0,57.6252,106.4747,93.9745,95.5974,90.3448,0,0,0,0
695,96.2967,106.8493,93.0742,101.1332,48.4254,0,0,0,0,58.1355,106.1642,94.3845,95.5664,90.5282,0,0,0,0
696,95.7974,107.3322,92.5781,100.7047,48.8851,0,0,0,0,57.6591,105.9917,94.3152,95.9882,90.3433,0,0,0,0
697,96.1682,107.595,92.4038,100.2233,48.6831,0,0,0,0,58.1825,105.6835,93.9442,95.5016,90.7616,0,0,0,0
698,96.3565,107.6958,92.213,99.9524,48.8871,0,0,0,0,57.7214,106.0501,93.9069,95.3782,91.0482,0,0,0,0
