year,XEUOUZ,DCPWLP,XEYOPS,XXDGJI,WSRNWD,LDCKJJ,THIBEV,ZKTWAS,ROQWUT,BZFTZE,EIDUNJ,HPPEVH,ICGDTN,COQYCO,YATYVW,AKRDYU,KJIGPC,UQWXRL
431,108.7245,51.799,99.0886,107.3154,63.6466,0,0,0,0,65.4914,105.6074,103.292,74.8803,80.3029,0,0,0,0
432,106.7609,53.5488,97.7001,109.2162,64.9102,0,0,0,0,64.2234,107.3749,104.4146,75.5638,79.5596,0,0,0,0
433,106.1682,52.8891,97.3303,107.8816,66.4227,0,0,0,0,61.4253,106.8379,104.344,76.0519,81.0328,0,0,0,0
434,104.9547,54.2824,97.9811,108.4077,66.4325,0,0,0,0,61.1051,108.6738,104.4102,77.1938,79.6754,0,0,0,0
435,106.4935,55.5518,97.5217,109.7494,65.7643,0,0,0,0,63.1981,107.582,104.9126,79.1164,79.2716,0,0,0,0
436,107.1697,56.6599,97.809,109.6103,65.0548,0,0,0,0,65.3139,107.0061,104.6714,78.9475,79.3647,0,0,0,0
437,107.5714,57.8784,95.9164,109.2271,64.1059,0,0,0,0,65.5191,107.3698,103.9362,78.1217,78.7524,0,0,0,0
438,108.2951,58.4132,94.4437,110.1013,65.9777,0,0,0,0,63.9189,109.3214,105.1635,79.3851,78.442,0,0,0,0
439,109.9938,57.4724,96.222,111.9329,65.0437,0,0,0,0,64.0362,111.1738,106.7689,78.2018,79.4841,0,0,0,0
440,109.6999,56.623,94.2403,112.0321,65.8913,0,0,0,0,64.6771,110.0605,106.3405,78.6933,77.7153,0,0,0,0
441,108.4621,55.2972,94.0585,110.444,70.758,0,0,0,0,60.3238,111.8314,107.855,78.3511,79.6585,0,0,0,0
442,107.2614,53.825,94.384,108.7058,74.4816,0,0,0,0,58.4243,111.956,107.8488,78.1245,81.3042,0,0,0,0
443,105.7447,54.1584,93.5649,109.7654,74.5375,0,0,0,0,56.369,113.8757,107.7212,76.4802,82.3248,0,0,0,0
444,105.9413,55.7014,92.6328,111.4431,72.4635,0,0,0,0,57.5142,115.7958,106.057,74.8696,82.9455,0,0,0,0
445,107.4323,54.6298,92.868,113.4249,69.4267,0,0,0,0,59.5344,114.9167,105.1956,73.0532,84.0818,0,0,0,0
446,105.8579,55.9758,93.9593,114.0145,67.5757,0,0,0,0,62.4611,113.3588,104.2099,72.1094,84.244,0,0,0,0
447,105.3715,54.3316,94.767,113.5084,68.8082,0,0,0,0,61.6626,112.664,104.3784,73.1843,83.8974,0,0,0,0
448,104.4596,53.1848,94.6324,113.9785,70.5394,0,0,0,0,59.9731,111.7844,103.8447,74.4735,85.7189,0,0,0,0
449,102.8583,52.9095,96.2902,115.4054,69.3948,0,0,0,0,62.1883,109.9858,105.5042,73.7146,84.4653,0,0,0,0
450,103.4795,54.125,97.1337,116.8596,66.3353,0,0,0,0,63.9716,108.188,106.4072,74.8325,83.5339,0,0,0,0
451,103.8456,52.8513,97.7694,116.5761,67.6927,0,0,0,0,64.5045,107.8759,105.3059,76.0641,83.9847,0,0,0,0
452,101.9026,53.8767,96.7531,116.9218,67.8634,0,0,0,0,63.9388,106.501,106.0999,77.3693,82.4087,0,0,0,0
453,100.8456,54.504,97.5818,116.0947,66.9298,0,0,0,0,63.9544,105.8181,105.9949,76.4377,82.7508,0,0,0,0
454,102.4304,56.0688,96.7597,115.0093,67.501,0,0,0,0,64.9529,106.0225,105.4982,75.9244,84.3712,0,0,0,0
455,101.2091,55.1964,97.3586,115.081,69.743,0,0,0,0,64.1906,106.0031,106.0308,75.6838,85.6799,0,0,0,0
456,100.5933,54.9196,95.7134,115.4991,69.4326,0,0,0,0,63.7101,105.8888,105.3977,76.3303,83.8311,0,0,0,0
457,102.0926,55.2765,97.0601,116.2471,64.4951,0,0,0,0,67.4739,104.0843,105.0455,75.724,81.8436,0,0,0,0
458,100.7211,56.3195,96.1635,117.0257,65.373,0,0,0,0,65.3275,103.7599,106.6086,75.1126,83.7941,0,0,0,0
459,100.623,56.1861,97.5179,117.915,66.8949,0,0,0,0,65.5127,103.9033,107.6904,76.2113,84.8191,0,0,0,0
460,101.0819,57.5296,96.6234,117.7859,66.879,0,0,0,0,64.8978,103.9452,109.3077,76.3903,84.3588,0,0,0,0
461,102.9756,55.5553,95.5918,116.4283,67.457,0,0,0,0,64.3892,105.1087,108.6439,75.5356,83.3306,0,0,0,0
462,104.813,57.147,97.4412,117.4347,63.1456,0,0,0,0,68.5631,103.111,107.9014,74.1382,85.2679,0,0,0,0
463,106.365,58.5526,98.8294,116.6228,62.804,0,0,0,0,70.543,102.308,108.9021,74.4355,85.9853,0,0,0,0
464,105.2496,58.1032,100.3857,114.9033,61.8425,0,0,0,0,70.7654,100.6372,108.9972,74.065,85.0195,0,0,0,0
465,103.283,57.9592,98.9703,113.8014,63.5031,0,0,0,0,67.2482,102.4074,108.3329,75.5078,83.0208,0,0,0,0
466,102.3369,56.1031,100.1222,113.9637,64.0448,0,0,0,0,66.1803,100.5932,108.372,77.1118,83.3134,0,0,0,0
467,100.3501,54.2577,99.3042,115.5947,64.5161,0,0,0,0,64.457,100.1448,108.2307,77.889,82.3013,0,0,0,0
468,101.6924,53.8606,99.6162,114.2109,65.816,0,0,0,0,62.8439,100.4273,108.2538,79.2825,83.3885,0,0,0,0
469,103.3498,53.9178,99.6089,113.6679,65.1373,0,0,0,0,64.2227,99.5672,107.7326,79.256,83.9032,0,0,0,0
470,103.2989,53.9539,100.4609,113.723,66.667,0,0,0,0,64.387,98.1236,109.3267,80.8639,84.4025,0,0,0,0
471,104.8767,54.8099,102.3452,113.2434,65.3017,0,0,0,0,66.9328,97.5596,110.566,82.0151,82.5034,0,0,0,0
472,103.788,56.6891,103.0007,112.157,64.2294,0,0,0,0,66.5155,98.4948,111.1704,81.377,81.3065,0,0,0,0
473,103.9521,56.8893,102.2874,110.3816,66.3091,0,0,0,0,64.9768,99.2606,109.8454,81.5157,83.2209,0,0,0,0
474,103.23,55.2764,101.2537,110.0631,68.5734,0,0,0,0,61.7139,98.2031,111.0362,82.8274,83.616,0,0,0,0
475,101.8337,55.3146,99.9701,110.0932,71.3237,0,0,0,0,59.9162,97.4917,112.3603,83.44,84.3272,0,0,0,0
476,103.7523,53.4597,99.2889,108.6398,71.0317,0,0,0,0,59.5815,95.6526,111.3709,83.7827,84.7846,0,0,0,0
477,105.5028,53.7702,98.4409,106.6428,71.2239,0,0,0,0,60.3465,94.2164,112.8264,82.1592,85.0321,0,0,0,0
478,103.6349,54.6503,97.6464,108.5193,70.3666,0,0,0,0,62.5758,92.5413,113.165,81.6646,83.8708,0,0,0,0
479,103.5005,53.8192,98.0061,108.4552,71.9204,0,0,0,0,62.6261,91.5919,113.9088,83.4696,83.105,0,0,0,0
480,102.7485,54.5179,99.7774,106.9265,72.9213,0,0,0,0,63.1442,92.4099,115.6313,83.124,81.5823,0,0,0,0
481,101.3584,54.5801,100.5081,106.3814,75.0004,0,0,0,0,62.5152,91.818,114.2213,84.8044,83.4695,0,0,0,0
482,99.989,56.5316,98.9246,106.9953,73.9597,0,0,0,0,63.6853,89.8558,115.7436,83.3149,82.8005,0,0,0,0
483,99.2302,55.0617,100.6167,106.2761,73.7515,0,0,0,0,64.9651,88.1083,114.2261,82.0476,84.589,0,0,0,0
484,98.0061,55.4449,101.9577,106.6277,75.1684,0,0,0,0,63.0471,89.8185,115.6917,83.2156,84.4319,0,0,0,0
485,99.7916,55.4446,100.0373,105.8324,75.3601,0,0,0,0,64.5685,88.7715,114.7275,83.6218,83.7767,0,0,0,0
486,99.6879,55.5661,98.6137,106.9206,76.4229,0,0,0,0,64.2612,90.2701,116.008,83.3448,82.3271,0,0,0,0
487,100.2012,57.163,99.7038,108.5051,75.514,0,0,0,0,67.0635,89.191,117.8995,81.9496,83.9834,0,0,0,0
488,99.4174,58.7129,98.0545,109.8057,76.6363,0,0,0,0,65.1959,89.707,117.7692,83.5447,85.41,0,0,0,0
489,97.57,59.8086,97.9455,108.4461,78.6156,0,0,0,0,64.1497,87.8993,119.6259,83.919,85.7919,0,0,0,0
490,95.8335,59.4104,99.0857,109.8624,80.5817,0,0,0,0,61.5697,89.0611,121.2037,85.3856,86.5536,0,0,0,0
491,95.3794,58.3425,100.1438,108.881,81.4958,0,0,0,0,58.6596,88.3377,122.7536,87.0925,86.3991,0,0,0,0
492,95.8017,57.6459,100.6468,109.2152,78.6666,0,0,0,0,59.5387,86.4097,123.0432,85.8714,86.1132,0,0,0,0
493,97.1234,59.0121,100.5475,108.3514,76.2976,0,0,0,0,61.78,84.5671,121.1198,85.5137,87.3513,0,0,0,0
494,96.2561,58.8161,99.6703,110.2747,75.9963,0,0,0,0,61.292,85.8278,119.446,87.0939,86.3538,0,0,0,0
495,95.2704,59.5554,99.9463,109.1297,76.7366,0,0,0,0,62.2321,84.4533,118.8348,88.4507,85.6675,0,0,0,0
496,95.1842,60.0609,99.4399,110.112,78.7333,0,0,0,0,61.8606,86.3802,120.2912,90.0707,83.9277,0,0,0,0
497,96.4912,58.8603,101.1106,109.893,78.3794,0,0,0,0,62.5119,85.0302,119.821,90.7852,85.5862,0,0,0,0
498,95.1713,60.4965,101.6167,109.5283,79.919,0,0,0,0,59.586,86.7888,120.7225,91.6784,86.9562,0,0,0,0
499,95.9755,58.76,100.6201,107.6694,81.478,0,0,0,0,56.3616,87.9967,118.9589,92.2235,87.9623,0,0,0,0
500,96.9023,57.0369,102.3106,105.8447,82.5143,0,0,0,0,55.2683,89.5801,119.4084,91.6441,87.7079,0,0,0,0
501,98.299,55.3617,100.9474,107.4059,83.4908,0,0,0,0,54.9508,88.5266,120.6042,92.5868,87.8363,0,0,0,0
502,96.6678,53.7127,100.973,105.8498,88.8356,0,0,0,0,51.0204,89.4503,122.4231,92.7414,89.4037,0,0,0,0
503,98.1614,53.9712,100.76,105.3955,90.1743,0,0,0,0,51.5873,89.4413,122.3772,94.1367,89.9199,0,0,0,0
504,100.1094,52.5276,98.7887,105.9678,90.7453,0,0,0,0,49.7928,88.9976,124.0646,93.2862,90.9976,0,0,0,0
505,99.604,50.9836,97.4844,105.1173,93.7476,0,0,0,0,45.9258,90.7593,124.0975,95.2188,89.9355,0,0,0,0
506,101.3374,50.0847,98.3479,105.8443,90.7369,0,0,0,0,47.5103,91.3312,122.8283,94.685,88.9964,0,0,0,0
507,100.3104,52.0713,100.0187,106.9131,89.2445,0,0,0,0,49.593,93.2982,121.2072,93.3437,90.1159,0,0,0,0
508,99.7805,50.3575,99.6034,105.0805,91.191,0,0,0,0,49.0558,92.5142,121.5864,92.5029,89.3537,0,0,0,0
509,100.0383,49.2412,100.2757,105.501,90.3275,0,0,0,0,51.0917,90.7028,120.0713,92.8999,89.6181,0,0,0,0
510,99.4722,50.3028,100.6133,104.3634,92.1026,0,0,0,0,51.2989,89.9999,120.5515,93.8378,90.1661,0,0,0,0
511,100.0868,50.6607,99.914,102.5674,93.4468,0,0,0,0,51.4501,90.705,122.3503,92.3665,88.8039,0,0,0,0
512,99.5453,52.6331,98.6827,102.2473,94.4325,0,0,0,0,51.5623,90.4153,123.0342,94.2821,87.2471,0,0,0,0
513,100.9501,50.7781,98.0169,103.0177,95.3102,0,0,0,0,49.0604,91.9467,122.918,95.1727,87.9752,0,0,0,0
514,99.0753,48.8044,97.2535,104.7994,99.1561,0,0,0,0,46.9756,92.5168,123.1315,95.8274,89.6374,0,0,0,0
515,97.3387,48.3982,95.9123,105.2498,101.105,0,0,0,0,46.6387,93.2729,122.933,95.1055,89.0538,0,0,0,0
516,96.1083,47.1271,94.7528,104.8062,102.6795,0,0,0,0,46.8927,92.2051,122.9148,93.7296,88.7317,0,0,0,0
517,97.5315,45.1448,93.1442,106.5387,104.9724,0,0,0,0,43.7652,94.1091,122.7883,95.4115,90.2574,0,0,0,0
518,97.2134,46.1949,92.8361,105.3293,105.6889,0,0,0,0,44.598,93.5289,124.4201,95.3625,88.3531,0,0,0,0
519,96.684,46.8305,92.3708,104.1046,107.2196,0,0,0,0,43.111,94.9877,124.2239,94.8845,89.0024,0,0,0,0
520,96.6284,47.076,90.637,105.871,106.9253,0,0,0,0,43.4853,96.0506,122.8264,95.8415,87.934,0,0,0,0
521,96.5705,45.7853,91.7331,104.8885,104.4044,0,0,0,0,45.6146,94.897,121.8198,93.9483,86.1021,0,0,0,0
522,94.9668,45.4113,90.1479,104.8266,104.6462,0,0,0,0,44.8371,93.8932,120.7975,95.3182,84.1528,0,0,0,0
523,96.9329,43.8066,92.0735,105.0844,102.7806,0,0,0,0,48.4588,92.5049,120.8929,95.6277,82.1936,0,0,0,0
524,97.4987,45.4095,92.326,105.2491,101.994,0,0,0,0,50.781,93.4505,119.3182,97.3424,80.5852,0,0,0,0
525,99.2143,45.2981,91.2277,107.1993,100.1796,0,0,0,0,51.3865,92.3736,120.1353,97.5411,80.6825,0,0,0,0
526,99.8735,44.3752,91.1621,107.0457,100.0865,0,0,0,0,50.4003,92.9729,119.4328,98.364,80.373,0,0,0,0
527,101.694,44.0371,92.2153,107.5549,100.6606,0,0,0,0,51.4067,94.3549,118.4603,98.5798,82.3602,0,0,0,0
528,102.7972,42.3899,92.4075,109.2289,100.557,0,0,0,0,51.1753,92.4165,120.1518,98.4627,84.1741,0,0,0,0
529,101.4183,40.7699,91.2505,108.8739,101.7733,0,0,0,0,48.2633,90.8954,118.8631,100.3991,84.665,0,0,0,0
530,100.7758,42.156,92.7363,110.2842,99.6254,0,0,0,0,49.5051,91.2884,118.8364,101.3913,83.5564,0,0,0,0
531,102.0913,42.0661,94.0992,108.3178,97.2724,0,0,0,0,50.3395,91.1633,117.0724,101.5658,82.7058,0,0,0,0
532,102.2619,43.2501,94.056,107.6048,95.4917,0,0,0,0,51.5873,91.2898,116.7565,99.9453,82.0856,0,0,0,0
533,100.6206,44.5937,94.6143,107.5849,95.8996,0,0,0,0,53.162,92.8312,115.4414,98.2581,82.6203,0,0,0,0
534,99.5169,46.2748,94.8438,108.9676,94.1634,0,0,0,0,54.9043,94.0147,114.0829,98.8673,80.8973,0,0,0,0
535,100.1216,46.3297,94.1678,108.7442,91.281,0,0,0,0,57.4459,92.3926,113.4173,97.2473,79.1413,0,0,0,0
536,101.6713,44.3582,94.6546,108.7739,92.1153,0,0,0,0,57.0865,93.9788,114.7863,95.7914,78.9303,0,0,0,0
537,101.0374,46.3435,96.5916,108.4604,91.9346,0,0,0,0,58.6997,95.7261,114.5929,94.3599,79.9889,0,0,0,0
538,102.0287,47.6741,97.5327,107.2566,91.5351,0,0,0,0,59.99,95.9807,114.1171,96.029,78.9105,0,0,0,0
539,103.7602,48.0247,97.5511,106.8669,90.9735,0,0,0,0,61.223,94.965,113.5056,96.4799,80.0029,0,0,0,0
540,103.4865,47.5258,96.4608,105.952,93.2995,0,0,0,0,59.2159,96.3025,113.3693,95.868,80.969,0,0,0,0
541,103.5773,47.4342,96.4083,104.7474,94.7611,0,0,0,0,58.8897,94.966,114.5475,95.8876,81.6374,0,0,0,0
542,103.2888,45.8365,95.9229,103.1332,97.7085,0,0,0,0,57.5891,96.7859,113.2184,95.3336,81.9628,0,0,0,0
543,102.2035,47.0554,95.4692,104.7308,97.8919,0,0,0,0,55.986,97.3511,113.384,96.3143,83.3154,0,0,0,0
544,104.007,46.0383,96.4148,103.7812,97.1473,0,0,0,0,55.439,97.1631,114.3263,97.8344,81.6258,0,0,0,0
545,104.3092,45.312,97.5893,103.257,99.2991,0,0,0,0,51.4086,99.0202,115.9614,99.601,82.7753,0,0,0,0
546,105.4705,44.9005,96.4914,101.8069,98.1467,0,0,0,0,51.7852,100.076,114.1776,98.0979,81.6794,0,0,0,0
547,103.5978,44.6887,96.6724,100.7822,100.8732,0,0,0,0,48.9482,100.2647,115.1941,98.9809,82.2264,0,0,0,0
548,103.3784,44.8817,95.5115,99.0554,99.9945,0,0,0,0,48.3448,99.6203,115.0003,98.2371,80.6189,0,0,0,0
549,104.3822,44.2802,97.3869,100.8197,98.6245,0,0,0,0,51.2284,98.3283,114.1448,98.3237,82.4682,0,0,0,0
550,105.4504,44.392,98.01,100.3473,98.7232,0,0,0,0,51.3991,99.8539,114.1496,98.189,82.3314,0,0,0,0
551,106.6031,44.2477,97.663,101.7182,99.2813,0,0,0,0,50.3814,101.3746,115.1246,99.1909,82.4418,0,0,0,0
552,106.5592,42.8185,99.5248,103.2648,98.5847,0,0,0,0,51.2233,103.0744,116.0614,98.8838,80.5091,0,0,0,0
553,105.9459,41.5209,98.9055,104.0132,99.2444,0,0,0,0,49.9206,101.7855,116.3203,99.947,80.6565,0,0,0,0
554,104.1888,43.3244,97.1414,103.941,99.9103,0,0,0,0,50.3185,100.6387,116.0638,101.6617,78.8232,0,0,0,0
555,103.7739,42.3918,98.2426,105.8463,98.8329,0,0,0,0,52.9466,99.0767,116.2616,102.3051,77.4974,0,0,0,0
556,103.4796,41.2759,98.8196,104.2593,99.814,0,0,0,0,52.9267,97.5303,114.6775,103.9352,77.5787,0,0,0,0
557,103.7395,41.1821,99.7809,104.0627,99.7833,0,0,0,0,54.387,96.9899,112.8949,105.6717,77.6049,0,0,0,0
558,105.4808,40.5773,100.4765,102.1067,99.9328,0,0,0,0,54.9484,98.6104,111.8928,105.174,76.9485,0,0,0,0
559,103.7183,39.1648,99.5979,100.6398,101.5497,0,0,0,0,54.9552,97.1083,112.9091,103.4425,75.2554,0,0,0,0
560,102.8707,38.0623,99.1668,100.7906,102.6786,0,0,0,0,53.7917,96.1705,114.6666,103.1465,74.7937,0,0,0,0
561,103.8168,37.4964,98.6426,101.0176,104.4079,0,0,0,0,53.8463,96.8072,115.211,103.8414,74.6755,0,0,0,0
562,103.8236,36.7505,97.1485,100.5268,104.3541,0,0,0,0,53.7508,98.574,113.7117,102.4634,73.1036,0,0,0,0
563,105.0774,36.9287,96.7947,99.9019,103.0585,0,0,0,0,56.0385,97.5288,111.8467,100.9697,74.3774,0,0,0,0
564,103.6175,37.7751,97.418,99.2603,103.2295,0,0,0,0,56.9523,98.4176,110.1726,102.1677,72.5902,0,0,0,0
565,103.2791,39.1154,99.3229,99.9217,101.6085,0,0,0,0,58.5066,99.3977,109.405,103.1497,71.7886,0,0,0,0
566,102.6758,38.2237,98.3187,101.03,104.0866,0,0,0,0,54.9482,99.9733,110.9358,104.2016,73.276,0,0,0,0
567,102.3501,37.2848,96.4288,102.578,106.1798,0,0,0,0,54.4446,101.3183,110.7685,105.9455,71.3446,0,0,0,0
568,100.5902,37.2883,98.0135,101.2007,107.423,0,0,0,0,52.1155,103.1576,109.855,106.4914,71.8961,0,0,0,0
569,100.5249,37.7299,99.7845,101.8264,104.6209,0,0,0,0,53.2501,103.0331,108.9538,106.7853,71.4642,0,0,0,0
570,100.9643,36.6258,101.7205,100.9399,106.408,0,0,0,0,53.0848,104.9055,109.1832,108.4824,70.0027,0,0,0,0
571,99.6695,37.7476,99.8707,99.0706,108.1837,0,0,0,0,49.5789,105.2785,110.1244,108.6926,69.8676,0,0,0,0
572,99.044,37.7418,99.0058,99.3731,108.6508,0,0,0,0,47.7307,106.5239,111.7759,107.0321,69.7529,0,0,0,0
573,99.9148,39.4989,97.6574,97.9236,107.7202,0,0,0,0,48.322,104.5851,111.0799,106.3828,71.3452,0,0,0,0
574,99.0171,38.7908,98.0024,97.7645,107.2632,0,0,0,0,48.8345,104.0262,109.1827,108.0114,69.7833,0,0,0,0
575,97.8544,38.277,98.7747,97.6245,105.9911,0,0,0,0,49.0364,102.74,108.4679,107.0755,70.2018,0,0,0,0
576,99.3905,36.8392,98.9169,99.5024,104.6476,0,0,0,0,48.4606,103.5148,108.7713,105.5997,71.9501,0,0,0,0
577,98.1287,37.8818,100.0986,97.9201,103.703,0,0,0,0,50.4631,103.3428,107.2206,104.1614,71.5444,0,0,0,0
578,96.1804,36.1462,102.0965,97.1413,104.4868,0,0,0,0,49.2745,102.5421,105.7555,103.9758,73.5034,0,0,0,0
579,96.4851,37.4207,101.2241,95.6654,102.9523,0,0,0,0,50.9906,100.7705,103.8877,103.1055,73.9934,0,0,0,0
580,97.2042,37.9411,102.725,94.6501,101.6322,0,0,0,0,51.121,100.6187,104.8691,101.7687,74.7751,0,0,0,0
581,97.4112,36.9365,101.8933,95.943,100.8117,0,0,0,0,51.5172,99.8644,104.9372,102.1304,73.5465,0,0,0,0
582,98.223,38.6959,103.3981,97.3644,96.3784,0,0,0,0,54.7097,98.7312,103.3068,101.7186,74.5934,0,0,0,0
583,99.5301,40.4363,103.3583,95.7328,92.1735,0,0,0,0,58.0478,96.8333,101.5201,101.1868,72.643,0,0,0,0
584,97.991,40.6079,104.2485,96.2525,93.1007,0,0,0,0,55.9637,96.8741,103.3203,102.5244,72.5181,0,0,0,0
585,98.6941,40.3394,104.1309,97.8559,91.0439,0,0,0,0,58.7609,96.9095,101.4588,101.9007,72.0342,0,0,0,0
586,97.8248,39.9758,102.9701,96.3467,93.4437,0,0,0,0,55.8552,98.5436,102.6008,101.5134,71.0481,0,0,0,0
587,95.9495,41.4715,103.5304,98.1048,92.2842,0,0,0,0,58.0999,99.3238,100.9874,102.4783,69.4509,0,0,0,0
588,95.1527,39.7501,102.817,99.3551,94.6486,0,0,0,0,56.8483,100.2469,101.5695,104.0862,67.9726,0,0,0,0
589,94.6968,40.5949,102.3703,100.2049,95.3281,0,0,0,0,54.7477,102.0959,103.4042,104.6327,67.3144,0,0,0,0
590,93.8502,41.24,104.0972,99.5863,94.4403,0,0,0,0,55.3217,102.2697,104.151,103.7975,66.6742,0,0,0,0
591,92.9344,42.3462,103.2178,100.733,93.4332,0,0,0,0,57.3739,100.627,102.7394,102.8822,68.0422,0,0,0,0
592,91.8389,40.5035,104.1797,99.6157,95.207,0,0,0,0,57.0909,102.6256,102.4483,101.8625,66.3176,0,0,0,0
593,91.5667,39.7973,103.4407,99.9939,95.6721,0,0,0,0,57.2026,100.7649,103.1992,101.4968,66.8072,0,0,0,0
594,90.714,39.225,103.9872,99.9876,97.7189,0,0,0,0,55.4097,101.6943,102.6005,102.2249,68.7032,0,0,0,0
595,89.9575,37.3939,103.6884,99.3298,98.0483,0,0,0,0,54.9995,103.0908,101.3253,101.2489,66.7534,0,0,0,0
596,90.5504,38.1068,102.9677,101.0434,96.4389,0,0,0,0,56.2492,102.1413,101.6745,99.9796,68.0626,0,0,0,0
597,91.2631,37.6579,102.7684,99.1682,98.1579,0,0,0,0,54.3348,103.5469,100.9265,101.6124,67.5949,0,0,0,0
598,90.9249,38.3387,101.9223,100.9048,94.9405,0,0,0,0,56.9229,101.5789,99.1654,100.1388,68.2252,0,0,0,0
599,89.675,40.1923,100.257,99.8593,97.0374,0,0,0,0,53.2781,103.4879,98.2793,101.6467,69.3289,0,0,0,0
600,88.003,40.2515,100.6497,99.9112,96.3579,0,0,0,0,55.6365,101.6059,96.752,100.2346,69.9443,0,0,0,0
601,88.4861,38.6446,100.8562,99.1561,96.3303,0,0,0,0,54.6554,103.1072,95.606,98.5114,70.5933,0,0,0,0
602,89.5626,38.015,100.1104,98.8812,97.1702,0,0,0,0,55.6359,104.8106,94.0942,97.8576,70.3411,0,0,0,0
603,90.3723,36.2746,98.2695,97.203,97.8054,0,0,0,0,53.7208,105.9697,92.4142,97.3286,69.4915,0,0,0,0
604,89.5089,35.333,99.991,98.005,96.1814,0,0,0,0,54.5014,104.4549,91.4237,97.9943,69.645,0,0,0,0
605,90.6343,34.7528,98.9382,98.5525,96.2042,0,0,0,0,54.1597,106.0009,91.4487,98.1552,68.3174,0,0,0,0
606,91.8856,36.3769,100.3266,99.774,92.6614,0,0,0,0,56.202,105.609,92.4392,99.2723,66.502,0,0,0,0
607,93.3526,34.9524,99.754,101.0583,91.911,0,0,0,0,55.617,106.844,92.9809,97.8268,66.7597,0,0,0,0
608,93.7338,36.8355,99.4887,101.6708,91.459,0,0,0,0,54.9627,107.2708,91.6656,99.6545,68.6342,0,0,0,0
609,92.5075,35.3832,99.4766,101.4811,92.4963,0,0,0,0,52.1138,106.9244,93.4439,98.9785,68.884,0,0,0,0
610,94.0929,35.3911,99.0471,101.7757,91.0332,0,0,0,0,52.0558,105.1173,93.3857,99.4539,70.3272,0,0,0,0
611,94.4848,35.4998,99.9734,100.0515,89.0812,0,0,0,0,52.0965,103.8329,93.3159,97.8923,70.9531,0,0,0,0
612,96.0387,34.2539,98.3432,99.7794,89.2906,0,0,0,0,50.7636,104.6661,92.4966,98.8006,69.9788,0,0,0,0
613,97.6623,32.8135,99.0994,98.1057,89.4126,0,0,0,0,52.6024,104.826,90.7283,99.8231,68.1138,0,0,0,0
614,99.4029,34.4439,98.516,97.2776,88.3887,0,0,0,0,55.2954,103.1663,91.9965,99.4785,67.0924,0,0,0,0
615,97.72,32.8418,96.8999,96.8189,91.1163,0,0,0,0,50.7115,102.0547,93.4187,101.4155,66.7965,0,0,0,0
616,99.6348,33.2716,97.6202,98.336,88.4001,0,0,0,0,51.9086,101.0442,94.8449,100.7416,67.7233,0,0,0,0
617,101.0127,32.4241,96.6579,97.8331,88.8745,0,0,0,0,52.7893,99.0835,94.8924,101.7806,67.2565,0,0,0,0
618,100.0877,34.0377,98.4841,99.0938,87.4247,0,0,0,0,53.9264,99.1589,96.4428,100.4793,68.1206,0,0,0,0
619,99.5485,35.1137,99.0204,100.4068,85.0331,0,0,0,0,57.5028,98.9511,96.5152,98.7465,66.4069,0,0,0,0
620,99.2798,33.6271,99.7293,98.7393,86.4773,0,0,0,0,56.8407,97.9015,97.0241,99.1598,65.9267,0,0,0,0
621,101.0498,31.6421,100.6405,98.9038,84.3991,0,0,0,0,57.7942,96.6691,96.9727,99.9769,64.2223,0,0,0,0
622,102.9573,31.3875,101.1779,98.2953,81.8951,0,0,0,0,58.3309,98.1546,95.0208,98.7484,64.4584,0,0,0,0
623,102.1737,30.4669,100.5178,99.6506,79.8154,0,0,0,0,59.8517,96.2892,93.591,97.9563,63.9363,0,0,0,0
624,101.0013,32.214,102.3689,101.1651,76.853,0,0,0,0,63.4699,94.3706,92.7047,96.1211,65.9361,0,0,0,0
625,101.9487,31.8708,102.0249,102.5682,74.5457,0,0,0,0,64.6191,93.2194,94.2412,94.8275,65.051,0,0,0,0
626,101.4352,30.5231,100.6797,102.7704,74.8582,0,0,0,0,62.308,91.8867,94.4802,95.6489,64.9429,0,0,0,0
627,99.7936,29.9686,101.1872,104.267,75.7541,0,0,0,0,61.6751,91.9447,94.0834,96.2115,66.0559,0,0,0,0
628,98.4325,30.1005,100.2626,105.3373,76.4213,0,0,0,0,62.509,92.1844,93.2306,95.7388,65.8914,0,0,0,0
629,97.0752,30.5709,99.9278,106.5656,78.6395,0,0,0,0,60.6968,92.7776,94.9039,96.5994,66.8013,0,0,0,0
630,96.1023,29.1734,97.9402,106.9038,82.0448,0,0,0,0,57.4848,92.2673,96.7291,97.0888,67.5945,0,0,0,0
631,95.9699,31.1593,97.8271,108.8592,79.554,0,0,0,0,61.7406,90.8148,96.0176,98.1798,65.6166,0,0,0,0
632,97.7221,31.0018,97.6974,108.5137,77.5017,0,0,0,0,61.8486,89.6498,96.3524,98.4058,65.18,0,0,0,0
633,99.244,31.2922,99.4237,108.8944,77.0056,0,0,0,0,62.5029,88.9282,98.3286,99.9309,65.1693,0,0,0,0
634,99.2492,31.7141,100.523,110.4589,76.5656,0,0,0,0,63.9929,89.6909,100.0371,98.8453,64.9446,0,0,0,0
635,99.6256,32.7001,101.3978,111.0828,75.2455,0,0,0,0,65.6642,91.4334,100.5922,97.74,63.622,0,0,0,0
636,99.1894,32.5361,102.7796,111.2159,74.0602,0,0,0,0,65.1345,90.8479,102.304,97.397,63.0978,0,0,0,0
637,100.593,33.7265,102.1805,112.3215,71.3963,0,0,0,0,65.9924,91.209,100.937,99.1475,61.9318,0,0,0,0
